상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용,맛 만족도,Cupping Note 향미,Cupping Note 산미,Cupping Note 단맛,Cupping Note 바디감,Cupping Note 밸런스,Rosting Point,origin,text
베트남로부스타블루드래곤워시드g1,유*희,5,등록된 헤드라인이 없습니다,아침마다 커피와 토스트를 먹는데~신선하고 향도 좋아 자주 사서 먹고 있습니다.다 먹으면 또 주문할 예정입니다.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,야씨,5,가계손님접대용최고얘ㅣ요,가격도좋고맛도좋아요손님들이커피맛있다고들하네요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*안,5,등록된 헤드라인이 없습니다,역시 오부스타는 진하네요 이제 카페서 사먹을때 알아채겠어요 ㅋㅋ 다른 원두 진하게 한거랑  로주스타 진한거랑은 달라요,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*경,5,등록된 헤드라인이 없습니다,고소하고 가격대비 가성비 굿굿굿...최고 입니다.... 회언들이 넘 좋아합니다...향기도 좋아요 . 매장에 커피향이 넘쳐 납니다.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,문*헌,5,등록된 헤드라인이 없습니다,가격이 저렴한대도 아이스로 먹기에는 아주 좋은듯 합니다 맛이 고소해서 좋습니다원두는 기름기가 적은듯 합니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,임*현,5,맛있습니다  향기가 좋습니다,2년째 먹고있는데 맛있습니다주문하면 볶아서 보내주시니 향이살아있습니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,야씨,5,등록된 헤드라인이 없습니다,스크린골프장에사용중입니다가격도저렴하고맛도좋아업소에쓰기너무좋습니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,권*욱,5,등록된 헤드라인이 없습니다,부모님이 운영하는 가게에 있는 원두커피 기계에서 자주 사용합니다. 품질이 괜찮아서 자주 주문을 하네요.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*진,5,참깨처럼 고소한 향이나고 맛도 부드러워요,향이 너무 좋아요맛도 부드러워서 계속 찾을것같아요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*실,5,등록된 헤드라인이 없습니다,커피너무  깔끔하고맛있어요지인들추천했더니다들구입하고맛나다고하네요...적극추천,맛 평가 없음,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,박*범,5,향 좋고 맛 좋네요 그라인더로 가는거에 따라,맛이 다른가요? 초보라서 어느정도갈아야맛난건지...,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*희,5,등록된 헤드라인이 없습니다,늘 구매해먹은지 2년째~~집에서 내려마시기좋고 향이진하지않고  부드러워여믿고 구매합니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*성,5,등록된 헤드라인이 없습니다,"가성비 좋습니다. 싼맛의 고소함이라 하지만, 저한테는 산미가 높은것 보다 좋아요.",예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*경,5,등록된 헤드라인이 없습니다,완전 신선하고 향이 좋아요일부러 좋은걸 보내주셨나 해요~~,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*선,5,저렴한가격에 맛도 넘 좋아요~~^^,이맛을 잊을수없다는 남펼을 위해 재구맠합니다 ㅎㅎ,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,2020봄,5,가성비 좋아요,가성비 좋아서 재구매한거였고 앞으로도 재구매 의사있습니다,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*규,5,6번쨏재구입 상품 입니다,매우만족하며 매일마시는 커피원두입니다추천.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김경숙,5,아메리카노    넘  맛있어요,상품  평 이  늦어서  벌써   다먹엇어요  ^^  또  주문합니다..,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*남,5,등록된 헤드라인이 없습니다,가격저렴하고 향도 맛도 좋아서  만족합니다추천하고싶은 상품,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*일,5,좋아요.  향. 맛.,가성비 좋아 이번에 재구매했습니다. 많이 파세용^^*,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,황*석,5,등록된 헤드라인이 없습니다,물건잘받았읍니다새해에도 번창하시고감솨 합니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*현,5,등록된 헤드라인이 없습니다,가성비 좋은 홀빈입니다.로스팅도 적당하고 좋네요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*영,5,등록된 헤드라인이 없습니다,향도 좋고 신선해요. 항상 시켜 먹는 원두입니다.,맛 평가 없음,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*구,5,등록된 헤드라인이 없습니다,커피맛이 일품입니다. 향도 매우 좋아요.,맛 평가 없음,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,amplannner,5,가격 저렴하고 맛도 좋습나다.,가격 저렴하고 맛도 좋습나다.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,강*주,5,등록된 헤드라인이 없습니다,좋아요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,임*진,5,꾸준히 주문중,맛나서 좋아요 커피향 굿,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,정*홍,5,등록된 헤드라인이 없습니다,정말 맘에 들어 다시 재구매 하겠습니다,맛 평가 없음,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,홍*희,5,등록된 헤드라인이 없습니다,콩스콩스 커피 신선하고 생각보다 맛있어요.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,ll뚠뚠ll,5,등록된 헤드라인이 없습니다,콩스콩스 항상 잘 마시고 있습니다!!!,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*선,5,추천합니다,계속 시키는 커피예요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,최*진,5,등록된 헤드라인이 없습니다,고소하이 맛있네요~,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,양*기,5,등록된 헤드라인이 없습니다,콩스콩스 베트남 블루드래곤 예상보다 맛있어요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,슈슈3,5,생각보다 괜찮아요,가성비 대비 생각보다 괜찮네요,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,마*진,5,등록된 헤드라인이 없습니다,가격도 착한데 맛도 좋아요~~,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*성,5,등록된 헤드라인이 없습니다,항상애용하는제품입니다~가격대비 짱~,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,마*진,5,등록된 헤드라인이 없습니다,가격도 착하고양도 착하고 맛도 좋아요~~,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*라,5,등록된 헤드라인이 없습니다,원장님이랑 환자분들도 좋아하세요!,맛 평가 없음,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,최*순,5,좋아요~,콩스콩스에서만 커피주문해요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*완,5,전 개인적으로  만족합니다,좋아요 아주 아주 좋아요,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*성,5,등록된 헤드라인이 없습니다,고소하니 넘맛있어요~^^,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,쿠팡실구매자,5,등록된 헤드라인이 없습니다,풍미있어요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,ll뚠뚠ll,5,등록된 헤드라인이 없습니다,항상 잘 마시고있어요!!!,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,정*숙,5,잘 마시고 있어요.,커피향도 좋고 잘 마시고 있습니다.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,안*영,5,가성비는 괜찮은데 호불호가 갈릴 듯 하네요,저는 취향에 맞아서 만족해요,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*희,5,맛있어요~,3번째 구매입니다.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,허*희,5,등록된 헤드라인이 없습니다,맛있어요 재구매 예정입니다!,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*희,5,자주 시켜먹어요,구수한맛 좋아하는데연하고 좋아요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,임*진,5,남펴니 용 ㅋㅋㅋㅋ,싸고 양도 많고...향이 좋네오,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*화,5,등록된 헤드라인이 없습니다,가격대비 막과 향이 일품입니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,최*운,5,등록된 헤드라인이 없습니다,생각보다 맛있습니다~신맛이 아나 좋습니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,정*숙,5,하루 일찍 도착했어요.,두번째 주문입니다.커피향이 집안가득,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*기,5,등록된 헤드라인이 없습니다,커피향이 집안가득 퍼지네요진하고 좋아요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*준,5,등록된 헤드라인이 없습니다,가성비 좋은 제품 입니다~^^*,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,권*희,5,등록된 헤드라인이 없습니다,싸고 좋아서 자주 사먹습니다.,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,쿠팡실구매자,5,굿입니다,맛이 진짜 좋아요 굿,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,라스트여왕,5,등록된 헤드라인이 없습니다,커피향이좋아요~~^^,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,너나우리,5,등록된 헤드라인이 없습니다,여러번 구입했어요.가성비 좋아요~,맛 평가 없음,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,김*성,5,등록된 헤드라인이 없습니다,"특별하게 향 없고,  약한 커피그렇지만  가성비 짱",괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,이*화,5,등록된 헤드라인이 없습니다,"향도 진하고 고소해요,",예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,최*경,5,맛난요,커피가ㅡ맛나요,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,최*진,5,등록된 헤드라인이 없습니다,좋아요~~,괜찮아요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,구*일,5,등록된 헤드라인이 없습니다,최고급 ᆢ♡♡♡♡♡♡♡♡♡,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,강*구,5,등록된 헤드라인이 없습니다,맛있어요 저렴하구요 만족 합니다,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
베트남로부스타블루드래곤워시드g1,충둥이,5,등록된 헤드라인이 없습니다,언제나가성비좋고 맛도 좋고요.빠른 배송도마음에 듭니다.,예상보다 맛있어요,7.0,6,7,8,7.0,[시티/풀시티],베트남,로부스타 특유의 곡물의 구수한 향미와 은은한 단 맛이 느껴지는 커피입니다. 수세식(워시드 가공방식)으로 가공되어 보다 균일하고 깔끔한 에프터 테이스트(끝 맛)를 선사합니다.
